first_name,last_name,dob,last_active,score,member_since,state,source,company_name
Jorge,Reilly,1983/01/09,2018/03/17,81,1984,NE,us softball league,Taylor-Alvarez
Mark,Perry,1962/03/24,2018/03/26,63,2003,WV,us softball league,Keller Group
Victoria,Douglas,1993/09/07,2018/01/13,91,1994,IL,us softball league,Pearson Group
Michael,Wilson,1968/10/28,2018/05/23,37,1982,WA,us softball league,Bruce Inc
Cody,Anderson,1961/02/16,2018/09/22,75,2013,NM,us softball league,Keller Group
Jessica,Hernandez,1980/05/29,2018/10/01,49,2010,NE,us softball league,Pearson Group
Dylan,Moody,1977/01/03,2018/07/19,99,1993,WY,us softball league,"Brown, Vasquez and Sanchez"
Angela,Oliver,1991/01/23,2018/03/22,69,1999,KS,us softball league,Rivera-Morrow
Kimberly,Green,1976/06/04,2018/10/02,98,2017,MA,us softball league,Peterson and Sons
Michael,Wright,1978/05/31,2018/11/24,72,2011,WY,us softball league,Mcdonald Inc
Lisa,Pena,1970/03/03,2018/11/30,53,1971,VA,us softball league,Rivera-Morrow
Michelle,Baird,1990/07/10,2018/06/23,35,2014,MA,us softball league,"Martin, Mcknight and Clark"
Katherine,Rivera,1983/12/13,2018/11/16,44,2010,SC,us softball league,"Smith, Torres and Matthews"
Thomas,Kelley,1982/04/23,2018/03/14,84,2013,TX,us softball league,Taylor-Alvarez
Justin,Stuart,1975/06/17,2018/01/23,83,1989,LA,us softball league,Pearson Group
Katie,Bautista DDS,1972/12/09,2018/06/27,98,2004,MI,us softball league,Scott and Sons
Jeremy,Stewart,1978/10/10,2018/02/13,68,2010,TN,us softball league,"Brown, Vasquez and Sanchez"
Darren,Meyer,1977/12/14,2018/01/09,88,1990,MD,us softball league,"Mullen, Huffman and Vasquez"
Emily,Adams,1978/06/28,2018/04/11,97,1990,NY,us softball league,Keller Group
Candace,Richardson,1959/11/21,2018/11/07,71,2000,MO,us softball league,Parker Group
Crystal,French,1995/08/06,2018/05/27,46,1986,MN,us softball league,Parker Group
Kelly,Cruz,1976/03/03,2018/05/13,97,1976,SD,us softball league,Parker Group
Susan,Johnson,1997/09/28,2018/11/29,58,2017,CT,us softball league,"Mullen, Huffman and Vasquez"
Michael,Donovan,1970/03/08,2019/01/05,43,2015,MO,us softball league,Parker Group
Michael,Boyd,1978/09/17,2018/01/23,46,1970,AK,us softball league,"Smith, Torres and Matthews"
Janice,Smith,1971/11/24,2019/01/05,96,1993,LA,us softball league,"Smith, Torres and Matthews"
Todd,Santiago,1996/11/24,2018/02/16,60,1990,ME,us softball league,"Kelley, Gilbert and Jackson"
Tyler,Chapman,1991/03/27,2018/04/28,93,1988,OK,us softball league,Parker Group
Ashley,Brown,1987/03/23,2018/02/28,65,1985,NJ,us softball league,Parker Group
Jean,Franklin,1991/09/10,2018/10/30,58,1988,MD,us softball league,Rivera Ltd
Katrina,Ortiz,1989/12/18,2018/02/07,43,1997,AZ,us softball league,Keller Group
Dakota,Little,1991/05/12,2019/01/05,33,1978,NJ,us softball league,Peterson and Sons
Brenda,Wilson,1995/12/27,2018/05/28,66,1973,OH,us softball league,Keller Group
Gregory,Smith,1983/10/12,2018/04/29,94,2006,FL,us softball league,"Smith, Torres and Matthews"
Margaret,Powell,1998/11/22,2018/08/12,56,1997,MT,us softball league,Scott and Sons
Anthony,Price,1973/01/06,2018/01/12,62,1981,ND,us softball league,Taylor-Alvarez
Rachel,Brown,1959/04/17,2018/01/25,96,1993,MN,us softball league,Rivera-Morrow
Amber,Smith,1995/08/26,2018/05/14,44,2010,TN,us softball league,Keller Group
Aaron,Turner,1969/11/10,2018/01/28,97,2017,OR,us softball league,"Mullen, Huffman and Vasquez"
Frank,Chang,1971/07/15,2018/02/05,89,1994,NC,us softball league,"Smith, Torres and Matthews"
Brian,Hernandez,1994/10/20,2018/12/29,89,1998,OK,us softball league,Williams-Stephenson
Jeremy,Maldonado,1981/08/28,2018/01/27,53,1999,VT,us softball league,"Hopkins, Barnes and Ward"
Mary,Galvan,1982/09/06,2018/03/15,95,1996,MA,us softball league,"Jackson, Carlson and Contreras"
Brian,Estrada,1965/03/03,2018/11/25,43,2003,AL,us softball league,Williams-Stephenson
Dr.,Heidi Smith,1973/01/20,2018/05/01,88,2012,MD,us softball league,Scott and Sons
Adam,Lloyd,1968/09/22,2018/09/29,51,1976,KY,us softball league,Parker Group
Jasmine,Turner,1992/10/03,2018/07/13,35,1981,IN,us softball league,Pearson Group
Jenny,Wood,1963/05/08,2018/06/04,66,1998,KY,us softball league,Parker Group
Stephanie,Rowe,1973/07/31,2018/01/25,48,1971,UT,us softball league,"Mullen, Huffman and Vasquez"
Joanne,George,1977/11/01,2018/06/22,74,1974,LA,us softball league,"Martin, Mcknight and Clark"
Douglas,Richardson,1992/10/30,2018/10/26,81,1973,AK,us softball league,"Martin, Mcknight and Clark"
Mrs.,Amy Peterson,1991/05/30,2018/08/19,96,1988,MD,us softball league,Mcdonald Inc
Kevin,Green,1974/07/09,2018/02/19,76,1979,OK,us softball league,"Martin, Mcknight and Clark"
Adam,Fleming,1977/03/13,2018/03/23,74,1993,VA,us softball league,"Kelley, Gilbert and Jackson"
Nicole,Lee,1977/04/20,2018/01/16,37,2010,AR,us softball league,Rivera Ltd
Benjamin,Rich,1980/10/07,2018/06/18,88,2004,CO,us softball league,"Hopkins, Barnes and Ward"
Stephen,Goodman,1990/08/07,2018/07/18,82,1994,NJ,us softball league,Mcdonald Inc
Sabrina,Cooper,1987/06/03,2018/06/23,57,2000,NY,us softball league,"Hopkins, Barnes and Ward"
Anthony,Brown,1974/09/15,2018/06/17,51,1995,MT,us softball league,Bruce Inc
Elizabeth,Holloway,1982/04/02,2018/05/10,88,1979,ND,us softball league,Rivera Ltd
Lisa,Mcintyre,1998/03/20,2018/09/29,42,1980,IN,us softball league,Scott and Sons
Karen,Smith,1959/05/18,2018/08/03,51,1997,UT,us softball league,Mcdonald Inc
Jacqueline,Andersen,1966/03/21,2018/09/11,38,2010,NJ,us softball league,
William,Moore,1998/10/04,2018/03/15,43,1988,WI,us softball league,Keller Group
Randy,Keith,1969/12/02,2019/01/08,64,2003,NV,us softball league,"Kelley, Gilbert and Jackson"
Kimberly,Jacobs,1974/07/01,2018/08/29,54,2000,OR,us softball league,Peterson and Sons
Beverly,Nielsen,1997/06/18,2018/08/02,65,1981,ME,us softball league,"Smith, Torres and Matthews"
Walter,Robinson,1965/04/02,2018/12/31,63,1980,IA,us softball league,"Kelley, Gilbert and Jackson"
James,Green,1978/10/15,2018/06/28,54,1997,ME,us softball league,"Mullen, Huffman and Vasquez"
Tracy,Farrell,1990/08/22,2018/12/25,46,1974,CA,us softball league,Hunter Ltd
Kenneth,Bentley,1989/03/15,2018/07/29,65,2002,HI,us softball league,Parker Group
Elizabeth,Perez,1964/02/23,2018/12/03,88,1995,IL,us softball league,Rivera-Morrow
Jeffrey,Armstrong,1993/11/10,2018/02/25,61,2014,CA,us softball league,"Hopkins, Barnes and Ward"
Timothy,Duarte,1987/12/15,2018/06/17,47,1998,KY,us softball league,Williams-Stephenson
Richard,Miller,1980/04/18,2019/01/05,95,2009,AR,us softball league,Bruce Inc
Anna,Wright,1997/06/27,2018/08/13,97,1998,GA,us softball league,"Alvarez, Schaefer and Robertson"
Scott,Thornton,1987/03/27,2018/08/13,97,2018,ID,us softball league,Mcdonald Inc
Beth,Bowers,1970/05/14,2018/04/07,75,2002,ME,us softball league,
Crystal,Dennis,1964/01/12,2018/09/03,35,1991,IA,us softball league,"Hopkins, Barnes and Ward"
Kristi,Brown,1970/08/17,2018/04/26,55,2010,ND,us softball league,Hunter Ltd
Jamie,Dean,1964/02/07,2018/08/22,96,1970,PA,us softball league,Pearson Group
Anthony,Li,1994/01/28,2018/10/25,76,1980,OK,us softball league,"Mullen, Huffman and Vasquez"
Mr.,William Hoffman MD,1994/07/02,2018/07/29,57,1988,MO,us softball league,Mcdonald Inc
Patricia,Hartman,1977/08/18,2018/07/24,44,1988,UT,us softball league,Hunter Ltd
Theresa,Campbell,1977/10/06,2018/02/19,85,2003,WI,us softball league,Peterson and Sons
Donald,Dickerson,1980/06/17,2018/07/31,93,1999,NV,us softball league,Pearson Group
Jon,Allison,1971/08/23,2018/03/03,91,1993,CO,us softball league,"Jackson, Carlson and Contreras"
Clinton,White,1991/02/04,2018/08/29,89,2011,CO,us softball league,
Wanda,Oliver,1990/09/20,2018/10/17,96,1985,AZ,us softball league,Mcdonald Inc
Nicole,Bishop,1993/10/19,2018/04/21,43,2011,NC,us softball league,Scott and Sons
William,Willis,1994/10/12,2018/01/23,50,1979,CT,us softball league,"Mullen, Huffman and Vasquez"
Courtney,Hamilton,1972/12/17,2018/02/08,69,1983,LA,us softball league,Scott and Sons
Mark,Barrera,1966/11/21,2018/05/08,78,2009,WV,us softball league,Mcdonald Inc
Christopher,Young,1960/09/16,2018/06/03,74,2002,AR,us softball league,"Hopkins, Barnes and Ward"
Connie,Scott,1973/05/12,2018/11/09,87,1993,AL,us softball league,Keller Group
Joseph,Ruiz,1985/10/30,2018/08/27,36,2017,DE,us softball league,"Brown, Vasquez and Sanchez"
Bailey,Cooper,1983/01/27,2018/05/28,95,1986,FL,us softball league,"Alvarez, Schaefer and Robertson"
Francisco,Wilson,1979/10/04,2018/06/30,58,1984,AZ,us softball league,Bruce Inc
Angela,Barr,1963/01/20,2018/06/01,65,1997,IN,us softball league,"Alvarez, Schaefer and Robertson"
Kristopher,Gomez,1966/03/10,2018/01/21,94,2003,NC,us softball league,"Martin, Mcknight and Clark"
Emily,Baxter,1965/08/08,2018/06/12,42,2013,TN,us softball league,"Hopkins, Barnes and Ward"
Scott,Novak,1991/12/07,2018/08/31,65,1977,GA,us softball league,"Smith, Torres and Matthews"
Brittney,Bauer,1985/01/04,2018/09/12,75,2005,WI,us softball league,"Mullen, Huffman and Vasquez"
Stephanie,Brooks,1978/01/04,2018/07/12,86,1975,NH,us softball league,Bruce Inc
Emily,Martin,1973/11/23,2018/09/24,32,2001,IA,us softball league,Pearson Group
Jennifer,Hartman,1975/12/10,2018/10/27,37,1973,CA,us softball league,Bruce Inc
Eric,Jennings,1994/07/31,2018/04/17,69,2003,WV,us softball league,"Mullen, Huffman and Vasquez"
Jamie,Wagner,1976/08/04,2018/06/07,98,2014,NY,us softball league,
Matthew,Myers,1988/02/18,2018/02/19,76,1997,AR,us softball league,Parker Group
Peggy,Walker,1973/10/21,2018/05/17,80,2000,TN,us softball league,Parker Group
Taylor,Hartman,1982/07/29,2018/09/01,39,1986,MS,us softball league,"Jackson, Carlson and Contreras"
Jennifer,Peterson,1967/05/22,2018/05/21,50,1997,IN,us softball league,Rivera Ltd
Ann,Sloan,1968/12/23,2018/11/22,71,1990,MS,us softball league,
Henry,Estrada,1971/04/26,2018/02/15,80,1981,OR,us softball league,Mcdonald Inc
Lisa,Hill,1971/08/12,2018/01/26,69,2015,MT,us softball league,"Kelley, Gilbert and Jackson"
Christina,Moreno,1996/01/14,2018/11/14,32,2000,CA,us softball league,"Martin, Mcknight and Clark"
Laura,Thompson,1959/08/30,2018/05/05,70,2014,UT,us softball league,Hunter Ltd
Tiffany,Lopez,1990/04/11,2018/09/12,94,1972,MA,us softball league,Rivera Ltd
Kristi,Lane,1988/01/25,2018/01/26,45,2006,CA,us softball league,"Jackson, Carlson and Contreras"
Bradley,Burns,1990/11/08,2018/08/11,48,1972,GA,us softball league,"Alvarez, Schaefer and Robertson"
Nancy,Golden,1969/08/31,2018/08/29,39,1993,NV,us softball league,"Brown, Vasquez and Sanchez"
Olivia,Miranda,1978/05/22,2018/01/28,99,1991,SC,us softball league,Pearson Group
Melissa,Juarez,1971/09/30,2018/02/23,57,2012,AZ,us softball league,Rivera-Morrow
Tamara,Cooper,1996/06/09,2018/05/06,31,1995,NV,us softball league,Scott and Sons
Richard,Walsh,1978/06/21,2018/05/01,86,2011,UT,us softball league,"Martin, Mcknight and Clark"
Timothy,Wood,1998/06/06,2018/11/01,73,1971,MO,us softball league,"Mullen, Huffman and Vasquez"
Heather,Taylor,1987/01/11,2018/05/24,65,2002,IN,us softball league,"Martin, Mcknight and Clark"
Misty,Pope,1969/04/15,2018/03/28,84,1998,IA,us softball league,Hunter Ltd
Julie,Boyd,1998/09/06,2018/06/17,79,1987,IL,us softball league,"Jackson, Carlson and Contreras"
Patricia,Williams,1994/07/10,2018/09/17,81,1996,WY,us softball league,Mcdonald Inc
Lisa,Ellison,1978/10/01,2018/05/29,51,2001,ME,us softball league,Scott and Sons
James,Gonzales,1996/11/19,2019/01/09,71,1978,IN,us softball league,Mcdonald Inc
Samantha,Anderson,1980/08/09,2019/01/05,47,1974,IL,us softball league,Pearson Group
Jessica,Morales,1962/04/30,2018/06/30,50,1974,NE,us softball league,"Alvarez, Schaefer and Robertson"
Scott,King,1980/01/13,2018/10/04,94,2015,KY,us softball league,Rivera-Morrow
Ryan,Goodwin,1974/01/22,2018/07/29,67,1990,MI,us softball league,Keller Group
Keith,Sexton,1977/07/14,2018/03/10,37,1996,NV,us softball league,Pearson Group
Anthony,Payne,1976/03/26,2018/01/16,51,1996,MS,us softball league,"Smith, Torres and Matthews"
Richard,Barker Jr.,1994/10/17,2018/05/16,31,1995,PA,us softball league,Hunter Ltd
John,Morales,1979/07/25,2018/05/04,98,1998,WA,us softball league,Mcdonald Inc
David,Rivas,1979/04/11,2018/05/01,64,2001,VT,us softball league,"Alvarez, Schaefer and Robertson"
Christie,Joseph,1986/01/22,2018/05/29,49,1990,NC,us softball league,Bruce Inc
Brooke,Brown,1961/11/27,2018/02/17,94,2002,MD,us softball league,Parker Group
Mike,Nelson,1964/08/18,2018/02/27,98,1996,KY,us softball league,Taylor-Alvarez
Sarah,Harmon DDS,1971/06/25,2018/11/21,91,1973,CT,us softball league,Keller Group
Marcus,Velez,1994/11/15,2018/11/13,36,1997,KY,us softball league,"Smith, Torres and Matthews"
Noah,Smith,1978/02/09,2018/12/05,38,1996,NY,us softball league,"Brown, Vasquez and Sanchez"
Christopher,Morales,1988/05/28,2019/01/08,93,1991,CO,us softball league,Peterson and Sons
Catherine,Rivera,1993/08/18,2018/01/18,60,1970,WY,us softball league,Rivera Ltd
Michael,Miller,1993/07/09,2018/10/08,36,1975,MS,us softball league,Pearson Group
Jonathan,Lane,1989/06/24,2018/11/21,95,1988,TN,us softball league,Parker Group
Rebecca,Willis,1972/12/29,2018/01/11,63,1986,ND,us softball league,Williams-Stephenson
Joel,Brown,1986/10/02,2018/09/26,55,1997,AR,us softball league,"Kelley, Gilbert and Jackson"
Rachel,Golden,1975/03/29,2018/02/10,48,2014,TN,us softball league,"Alvarez, Schaefer and Robertson"
Karla,Aguilar,1962/11/12,2018/05/15,67,1986,MO,us softball league,"Martin, Mcknight and Clark"
Carolyn,Hernandez,1991/11/11,2018/06/04,33,2010,UT,us softball league,Keller Group
Joshua,Cook DDS,1998/07/26,2018/05/06,90,2002,RI,us softball league,Scott and Sons
Alexis,Casey,1974/12/20,2019/01/01,91,2014,NJ,us softball league,Scott and Sons
Tracy,Good,1968/12/15,2018/07/07,49,1973,CO,us softball league,"Smith, Torres and Matthews"
Andrew,Velazquez,1972/04/22,2018/09/27,79,1992,MN,us softball league,Rivera-Morrow
Vicki,Dixon,1962/11/18,2018/10/14,64,1979,MT,us softball league,Williams-Stephenson
Elizabeth,Hansen,1982/10/01,2018/04/27,78,1976,TN,us softball league,Bruce Inc
Jordan,Barrett,1983/01/17,2018/07/06,50,2001,OR,us softball league,"Alvarez, Schaefer and Robertson"
Nicole,Moore,1976/11/14,2018/05/11,65,2007,ND,us softball league,Rivera-Morrow
Sarah,Sanchez,1981/07/24,2018/01/12,73,1978,PA,us softball league,"Martin, Mcknight and Clark"
Stephanie,Williams,1979/02/22,2018/08/09,81,1995,MA,us softball league,Taylor-Alvarez
Patrick,Taylor II,1980/09/17,2018/07/05,81,1971,KS,us softball league,Peterson and Sons
Dawn,Hernandez,1981/05/22,2018/09/26,96,2005,OH,us softball league,"Mullen, Huffman and Vasquez"
Cody,Nichols,1959/10/12,2018/09/23,73,2000,SD,us softball league,"Mullen, Huffman and Vasquez"
Melissa,Baker,1960/06/13,2018/11/28,48,2018,OR,us softball league,"Martin, Mcknight and Clark"
Beverly,Vega DDS,1972/10/25,2018/04/18,32,1972,WI,us softball league,"Alvarez, Schaefer and Robertson"
Jay,Valdez,1966/06/26,2018/02/08,60,1974,MI,us softball league,
Emily,Cruz,1980/06/11,2018/05/16,94,2012,NV,us softball league,"Kelley, Gilbert and Jackson"
David,Brady,1962/04/14,2018/11/25,54,1997,NH,us softball league,"Smith, Torres and Matthews"
Jonathan,Lane,1991/04/19,2018/10/10,30,2001,MS,us softball league,Williams-Stephenson
Kim,Clay MD,1960/03/19,2018/07/12,41,2006,MO,us softball league,Mcdonald Inc
John,Sanders,1964/11/07,2018/02/18,62,2006,VT,us softball league,"Mullen, Huffman and Vasquez"
Tiffany,Winters,1984/11/14,2018/07/21,57,2015,CO,us softball league,
Cindy,Casey,1983/08/18,2018/02/14,48,1993,KY,us softball league,
Michelle,Myers,1982/03/25,2018/02/28,64,1985,GA,us softball league,Keller Group
Rebecca,Martin,1969/04/11,2018/02/03,52,1987,OR,us softball league,Mcdonald Inc
Audrey,Warner,1975/08/10,2018/08/26,30,2008,TN,us softball league,Taylor-Alvarez
Dale,Schroeder,1998/11/13,2018/06/15,38,2008,WY,us softball league,"Brown, Vasquez and Sanchez"
Elizabeth,Valdez,1968/01/13,2018/07/19,97,1998,ID,us softball league,Williams-Stephenson
Angela,Hernandez,1975/02/17,2018/12/17,62,2009,NC,us softball league,"Brown, Vasquez and Sanchez"
Tim,Jones,1994/09/29,2018/05/28,90,1999,LA,us softball league,"Smith, Torres and Matthews"
Roger,Dickerson,1991/09/22,2018/04/24,77,2013,VT,us softball league,Bruce Inc
Donna,Gonzales,1968/01/06,2018/04/11,75,2018,ID,us softball league,"Alvarez, Schaefer and Robertson"
Maria,Davies,1978/07/24,2018/07/02,46,2009,UT,us softball league,"Brown, Vasquez and Sanchez"
Rachel,Jenkins,1983/01/04,2018/11/23,42,1996,MT,us softball league,Mcdonald Inc
Anthony,Shelton,1978/03/09,2018/04/19,36,2009,NE,us softball league,Hunter Ltd
Brandy,Smith,1960/12/10,2018/08/14,82,2014,WV,us softball league,Peterson and Sons
Jamie,Everett,1992/10/25,2018/02/07,90,1975,UT,us softball league,"Hopkins, Barnes and Ward"
Michelle,Arroyo,1987/11/03,2018/10/02,38,2005,UT,us softball league,Williams-Stephenson
Robert,Green,1965/07/22,2018/06/30,79,2011,SD,us softball league,Rivera-Morrow
Daniel,Barnes,1994/12/05,2018/01/10,49,1979,FL,us softball league,"Mullen, Huffman and Vasquez"
Mr.,Jaime Woods,1959/03/25,2018/05/27,77,2017,MA,us softball league,Keller Group
Mary,Wheeler,1981/09/13,2018/07/07,73,1984,DE,us softball league,"Brown, Vasquez and Sanchez"
Caleb,Jennings,1968/10/02,2018/01/10,90,1993,HI,us softball league,Mcdonald Inc
John,Lee,1961/04/19,2018/12/20,82,1991,WV,us softball league,Mcdonald Inc
Kathryn,Brown,1997/03/14,2018/12/28,85,2016,TX,us softball league,"Martin, Mcknight and Clark"
Meredith,Wu,1988/10/07,2018/11/05,88,2004,NV,us softball league,Mcdonald Inc
Cindy,Combs,1975/02/24,2018/05/05,51,1997,TN,us softball league,Hunter Ltd
Kelly,Jackson,1960/04/03,2018/07/17,69,1990,NV,us softball league,Rivera Ltd
Scott,Wallace,1986/11/11,2018/02/24,34,2003,VA,us softball league,Williams-Stephenson
Terri,Gilbert,1964/07/04,2018/08/14,38,1979,WV,us softball league,Bruce Inc
Kathryn,Harvey,1980/11/12,2018/04/06,74,1990,MS,us softball league,"Brown, Vasquez and Sanchez"
James,Benson,1972/05/15,2018/10/02,59,2000,UT,us softball league,"Alvarez, Schaefer and Robertson"
Stacey,Singh,1997/04/22,2018/06/14,81,2001,AK,us softball league,Taylor-Alvarez
David,Martin,1971/07/21,2018/12/08,59,1989,MT,us softball league,"Smith, Torres and Matthews"
Brian,Forbes,1972/06/22,2018/08/03,59,2013,DE,us softball league,"Mullen, Huffman and Vasquez"
Brent,Wilson,1983/07/07,2018/10/16,99,1998,LA,us softball league,"Hopkins, Barnes and Ward"
Susan,Parsons,1976/08/25,2018/11/27,62,2008,LA,us softball league,"Jackson, Carlson and Contreras"
Katherine,Cunningham,1996/04/02,2018/03/11,61,1970,NJ,us softball league,Williams-Stephenson
Matthew,Macias,1998/11/06,2018/05/14,79,2018,KS,us softball league,Rivera-Morrow
Lauren,Maxwell,1967/02/20,2018/02/11,89,1972,AK,us softball league,"Kelley, Gilbert and Jackson"
James,Ferguson,1969/03/23,2018/09/02,68,2000,ND,us softball league,Mcdonald Inc
Ruben,Frazier,1963/08/01,2018/05/18,56,2013,OR,us softball league,"Alvarez, Schaefer and Robertson"
Jessica,Gordon,1997/06/16,2018/08/05,64,1975,IL,us softball league,Bruce Inc
Carla,Harrison,1983/01/01,2018/09/14,87,1983,IA,us softball league,"Martin, Mcknight and Clark"
Katherine,Jackson,1962/08/21,2018/05/17,71,1979,WI,us softball league,Mcdonald Inc
Bailey,Ramirez,1966/10/13,2018/06/28,38,2006,VA,us softball league,
Beth,Perez,1990/02/02,2018/09/11,59,1974,CA,us softball league,Rivera-Morrow
William,Figueroa,1963/12/01,2018/10/31,69,1994,IL,us softball league,Williams-Stephenson
Mary,Taylor,1975/04/12,2018/11/21,73,1981,AZ,us softball league,Rivera Ltd
Toni,Simpson,1981/05/08,2018/07/31,81,1975,WV,us softball league,"Hopkins, Barnes and Ward"
Natasha,Obrien,1986/08/20,2019/01/06,86,2010,LA,us softball league,Scott and Sons
Jenny,Greene,1985/07/26,2018/07/03,80,2015,ND,us softball league,"Brown, Vasquez and Sanchez"
Paul,Campbell,1974/12/07,2018/03/20,44,1981,GA,us softball league,"Alvarez, Schaefer and Robertson"
Kyle,Cole,1969/03/14,2018/04/01,52,2007,TX,us softball league,"Alvarez, Schaefer and Robertson"
Kathleen,Howell,1980/01/22,2018/06/09,32,2006,SD,us softball league,"Mullen, Huffman and Vasquez"
David,Smith,1971/04/29,2018/03/06,32,1991,ME,us softball league,
Richard,Randall,1962/12/12,2018/05/25,33,2001,MA,us softball league,"Brown, Vasquez and Sanchez"
Melanie,Bell,1989/04/05,2018/02/01,65,2013,GA,us softball league,Taylor-Alvarez
